epoch,train_loss,train_dice,val_loss,val_dice
1,1.2382901815735563,0.19847010492577039,1.1148490275976792,0.16509434998683845
2,1.1080445288395395,0.19448184364057444,1.1065971311533227,0.1534788770643162
3,1.1008761105488758,0.1486660023090442,1.0910711041036643,0.15796399219702847
